trial;present;key;iter_ns;rec_ns;iter_found;rec_found
1374;0;11478.2454500001;100;100;0;0
1375;0;8194.2604500000;200;100;0;0
1376;0;3390.2014500000;100;100;0;0
1377;1;3898.2400000000;100;100;1;1
1378;0;8530.6344500000;100;200;0;0
1379;1;15887.3490000002;100;100;1;1
1380;0;5465.0234500000;100;100;0;0
1381;1;16092.6900000002;100;100;1;1
1382;1;13172.0310000002;100;100;1;1
1383;0;7347.9474500000;0;0;0;0
1384;0;7432.1684500000;100;100;0;0
1385;1;13145.1650000002;100;100;1;1
1386;0;13292.6214500002;100;100;0;0
1387;1;12556.7970000001;100;100;1;1
1388;1;11514.5200000001;100;100;1;1
1389;1;1969.1590000000;100;100;1;1
1390;0;9289.5584500000;100;100;0;0
1391;1;14945.2430000002;100;100;1;1
1392;0;12325.9734500001;200;100;0;0
1393;1;5396.7170000000;100;100;1;1
1394;0;2692.7524500000;100;100;0;0
1395;0;11808.9524500001;100;0;0;0
1396;1;2702.0190000000;100;100;1;1
1397;0;1695.9614500000;100;0;0;0
1398;0;2981.1574500000;100;100;0;0
1399;1;11453.2310000001;0;0;1;1
1400;0;14163.4774500002;100;100;0;0
1401;1;11834.9170000001;100;100;1;1
1402;1;4083.2850000000;200;100;1;1
1403;1;61.9960000000;100;100;1;1
1404;0;12903.3784500002;100;100;0;0
1405;1;10789.3700000001;100;100;1;1
1406;1;11704.4400000001;0;0;1;1
1407;0;8101.4594500000;100;100;0;0
1408;1;9550.0020000000;100;100;1;1
1409;1;2937.8460000000;100;100;1;1
1410;1;7231.8990000000;100;100;1;1
1411;0;15972.9004500002;100;100;0;0
1412;0;8177.4844500000;100;100;0;0
1413;0;2113.1504500000;100;100;0;0
1414;1;12122.6550000001;100;100;1;1
1415;0;8334.4954500000;100;100;0;0
1416;1;5859.0200000000;100;100;1;1
1417;1;13447.0650000002;0;0;1;1
1418;0;6876.7814500000;100;0;0;0
1419;1;14042.6710000002;0;0;1;1
1420;1;11203.8450000001;100;100;1;1
1421;0;1259.8734500000;100;100;0;0
1422;1;15666.0820000002;100;100;1;1
1423;1;1629.3310000000;0;0;1;1
1424;1;15120.3820000002;0;100;1;1
1425;1;5327.0170000000;100;100;1;1
1426;1;13231.3600000002;100;100;1;1
1427;0;4861.5274500000;100;100;0;0
1428;0;13562.9904500002;100;100;0;0
1429;0;15247.2744500002;100;100;0;0
1430;0;13410.0864500002;0;100;0;0
1431;0;6148.2024500000;100;100;0;0
1432;0;15127.3304500002;100;0;0;0
1433;1;8879.1760000000;100;100;1;1
1434;1;12962.2310000002;0;0;1;1
1435;1;664.4570000000;0;0;1;1
1436;1;2344.8510000000;100;100;1;1
1437;1;10200.8710000001;100;100;1;1
1438;0;2500.8434500000;100;100;0;0
1439;0;14101.6174500002;100;100;0;0
1440;1;8781.1280000000;100;100;1;1
1441;1;1858.5410000000;100;100;1;1
1442;0;12199.9474500001;0;100;0;0
1443;0;8469.5814500000;100;100;0;0
1444;0;2826.7124500000;100;100;0;0
1445;0;2859.5634500000;100;0;0;0
1446;1;12776.4730000002;100;100;1;1
1447;1;1413.9310000000;100;100;1;1
1448;1;1535.3870000000;100;100;1;1
1449;0;1759.4914500000;100;100;0;0
1450;1;14076.6540000002;100;100;1;1
1451;1;8388.9240000000;100;100;1;1
1452;1;7235.6600000000;100;100;1;1
1453;0;5691.7234500000;100;100;0;0
1454;0;2786.5644500000;0;100;0;0
1455;1;3495.4010000000;100;100;1;1
1456;1;11579.4600000001;100;100;1;1
1457;0;10493.5814500001;200;100;0;0
1458;1;12524.3870000001;100;100;1;1
1459;0;12286.3884500001;100;100;0;0
1460;1;1226.3620000000;100;0;1;1
1461;1;4530.3330000000;0;0;1;1
1462;1;393.1830000000;100;100;1;1
1463;0;11298.0364500001;100;100;0;0
1464;0;14868.9794500002;100;0;0;0
1465;1;8402.1160000000;100;100;1;1
1466;0;2582.7854500000;100;100;0;0
1467;0;8868.7504500000;100;200;0;0
1468;1;6537.6860000000;100;100;1;1
1469;0;1269.6254500000;100;100;0;0
1470;0;15098.6744500002;100;100;0;0
1471;0;13894.0144500002;100;100;0;0
1472;1;4231.8510000000;100;100;1;1
1473;1;13279.9590000002;100;100;1;1
1474;1;6753.7030000000;100;0;1;1
1475;0;6488.0654500000;100;100;0;0
1476;1;9994.1070000001;100;100;1;1
1477;1;7585.4790000000;100;100;1;1
1478;0;15777.5024500002;0;0;0;0
1479;0;8851.2994500000;100;100;0;0
1480;1;15860.0570000002;100;100;1;1
1481;0;9041.2434500000;100;100;0;0
1482;0;3872.9054500000;100;100;0;0
1483;1;10837.1960000001;100;100;1;1
1484;1;5886.0330000000;100;100;1;1
1485;0;6620.9604500000;100;100;0;0
1486;1;5883.2410000000;0;0;1;1
1487;1;12368.3090000001;100;100;1;1
1488;1;8943.4510000000;0;100;1;1
1489;0;4844.8644500000;100;100;0;0
1490;1;4281.4670000000;100;100;1;1
1491;1;2241.9420000000;100;100;1;1
1492;0;6535.3774500000;100;100;0;0
1493;1;11838.4370000001;100;100;1;1
1494;1;1270.0850000000;100;100;1;1
1495;1;4215.6170000000;100;100;1;1
1496;1;6397.7890000000;100;100;1;1
1497;1;12872.7870000002;100;100;1;1
1498;0;11351.5434500001;100;100;0;0
1499;1;11363.0700000001;0;0;1;1
1500;1;3298.3540000000;100;100;1;1
1501;0;11887.0204500001;100;100;0;0
1502;1;7395.7810000000;100;100;1;1
1503;0;3272.7384500000;100;0;0;0
1504;0;7379.7634500000;100;100;0;0
1505;0;9094.5164500000;100;100;0;0
1506;1;15049.6100000002;100;100;1;1
1507;0;15098.4964500002;100;100;0;0
1508;0;9473.9994500000;100;100;0;0
1509;0;13648.4814500002;100;100;0;0
1510;0;13682.3514500002;100;100;0;0
1511;0;12258.3904500001;100;0;0;0
1512;0;13448.0724500002;100;100;0;0
1513;1;9240.6800000000;100;100;1;1
1514;0;2495.6684500000;100;100;0;0
1515;0;12081.0214500001;100;100;0;0
1516;1;5300.5470000000;0;100;1;1
1517;1;3376.5780000000;100;100;1;1
1518;0;3331.0224500000;100;100;0;0
1519;0;11833.8924500001;100;100;0;0
1520;1;6352.9170000000;100;100;1;1
1521;0;13454.3684500002;100;100;0;0
1522;1;481.2320000000;100;100;1;1
1523;0;167.1384500000;100;200;0;0
1524;1;13470.0310000002;100;100;1;1
1525;0;5799.4804500000;100;100;0;0
1526;1;12635.0300000002;100;100;1;1
1527;0;3299.5274500000;100;100;0;0
1528;0;7255.6904500000;100;100;0;0
1529;1;270.0940000000;0;100;1;1
1530;0;4234.6944500000;100;100;0;0
1531;0;2923.5244500000;100;100;0;0
1532;0;11088.1724500001;100;100;0;0
1533;0;12938.2464500002;100;100;0;0
1534;0;10627.0744500001;100;100;0;0
1535;0;2583.3364500000;100;100;0;0
1536;0;5008.7044500000;100;100;0;0
1537;0;1974.4554500000;100;100;0;0
1538;1;4062.0930000000;100;100;1;1
1539;1;14787.9170000002;100;100;1;1
1540;1;5466.2270000000;100;100;1;1
1541;0;10238.6564500001;200;100;0;0
1542;1;7108.7350000000;100;100;1;1
1543;1;1352.6950000000;100;0;1;1
1544;0;15782.2384500002;0;0;0;0
1545;0;743.8684500000;100;100;0;0
1546;1;11568.9180000001;100;100;1;1
1547;0;11040.8814500001;100;100;0;0
1548;1;11826.0860000001;0;0;1;1
1549;1;3493.2430000000;100;100;1;1
1550;0;14058.0774500002;100;100;0;0
1551;1;9899.6860000001;200;100;1;1
1552;1;11205.4680000001;100;0;1;1
1553;1;3948.7530000000;100;100;1;1
1554;1;4669.2370000000;100;100;1;1
1555;1;6914.8990000000;100;100;1;1
1556;0;13949.0294500002;100;100;0;0
1557;0;12494.7614500001;100;100;0;0
1558;0;6630.4254500000;100;100;0;0
1559;1;2257.9210000000;100;100;1;1
1560;0;10396.9144500001;200;100;0;0
1561;0;5582.7814500000;100;100;0;0
1562;1;3406.1390000000;100;100;1;1
1563;1;2851.1200000000;100;100;1;1
1564;0;7598.7384500000;100;100;0;0
1565;1;16014.1240000002;100;100;1;1
1566;1;15230.6160000002;100;100;1;1
1567;1;7586.7110000000;100;100;1;1
1568;0;8635.4804500000;100;100;0;0
1569;0;12655.1414500002;100;100;0;0
1570;0;14281.9484500002;100;100;0;0
1571;1;10581.3450000001;100;100;1;1
1572;1;10470.3510000001;100;100;1;1
1573;1;11035.3350000001;100;100;1;1
1574;1;4890.4090000000;200;100;1;1
1575;1;6534.4380000000;0;0;1;1
1576;1;3708.9210000000;100;100;1;1
1577;1;6296.6070000000;0;100;1;1
1578;1;8327.8570000000;100;100;1;1
1579;0;14691.2154500002;100;100;0;0
1580;1;7102.5810000000;100;100;1;1
1581;1;6350.3570000000;0;0;1;1
1582;1;21.8700000000;100;100;1;1
1583;1;6525.1640000000;100;100;1;1
1584;0;6170.7894500000;100;100;0;0
1585;1;1335.2340000000;100;100;1;1
1586;0;12624.7674500002;100;100;0;0
1587;0;15368.4344500002;100;100;0;0
1588;1;8139.3920000000;100;100;1;1
1589;0;647.7634500000;100;100;0;0
1590;0;12500.7714500001;100;100;0;0
1591;0;3018.5914500000;100;100;0;0
1592;1;745.4790000000;100;0;1;1
1593;1;6954.7430000000;200;100;1;1
1594;1;6359.7960000000;0;100;1;1
1595;1;5892.0930000000;0;100;1;1
1596;1;11408.7840000001;100;100;1;1
1597;1;8352.2280000000;100;100;1;1
1598;0;3580.4774500000;100;100;0;0
1599;1;5977.1980000000;0;0;1;1
1600;1;5006.7470000000;0;100;1;1
1601;0;4868.7144500000;100;100;0;0
1602;1;12693.6490000002;100;100;1;1
1603;1;15590.6690000002;100;100;1;1
1604;0;12289.9074500001;100;100;0;0
1605;0;5152.3464500000;100;100;0;0
1606;1;7793.5840000000;100;100;1;1
1607;1;1354.3490000000;100;0;1;1
1608;0;15074.5894500002;100;100;0;0
1609;1;8130.4340000000;100;100;1;1
1610;1;10803.3520000001;100;100;1;1
1611;0;5654.6764500000;100;100;0;0
1612;0;13851.3374500002;100;100;0;0
1613;1;3265.5180000000;0;100;1;1
1614;0;12821.7034500002;100;0;0;0
1615;0;9775.9714500001;100;100;0;0
1616;1;15009.3990000002;100;100;1;1
1617;0;5881.6474500000;100;100;0;0
1618;1;11634.7250000001;100;100;1;1
1619;0;10091.6794500000;100;100;0;0
1620;0;4326.0524500000;100;100;0;0
1621;1;12427.0490000001;100;100;1;1
1622;1;2339.4040000000;100;100;1;1
1623;1;15719.9860000002;100;100;1;1
1624;1;3856.1900000000;100;100;1;1
1625;1;6743.4680000000;100;100;1;1
1626;0;2667.6154500000;100;0;0;0
1627;1;15116.2300000002;100;100;1;1
1628;0;221.8194500000;100;100;0;0
1629;0;1533.5984500000;100;0;0;0
1630;0;15045.9154500002;100;0;0;0
1631;1;9948.0220000001;0;0;1;1
1632;1;5624.4940000000;100;100;1;1
1633;0;15826.3324500002;0;0;0;0
1634;1;7080.8910000000;100;100;1;1
1635;1;2279.6820000000;100;0;1;1
1636;0;7034.7374500000;100;100;0;0
1637;1;6414.6120000000;100;100;1;1
1638;0;8193.3574500000;200;0;0;0
1639;0;16130.5504500002;200;100;0;0
1640;0;14371.0554500002;100;100;0;0
1641;1;12628.2470000002;0;100;1;1
1642;0;12495.8504500001;100;100;0;0
1643;0;7335.3744500000;100;100;0;0
1644;0;13809.7624500002;100;100;0;0
1645;1;9871.7630000001;0;0;1;1
1646;0;14427.4004500002;100;100;0;0
1647;0;3205.8494500000;100;100;0;0
1648;0;4121.3394500000;100;0;0;0
1649;1;10015.6540000001;100;100;1;1
1650;1;13590.8500000002;100;100;1;1
1651;0;175.5844500000;100;100;0;0
1652;0;2790.9244500000;0;100;0;0
1653;0;424.8854500000;100;100;0;0
1654;0;5280.6644500000;100;100;0;0
1655;0;9688.8134500000;100;200;0;0
1656;0;4659.9994500000;200;100;0;0
1657;1;15569.2880000002;100;100;1;1
1658;1;6105.2310000000;100;0;1;1
1659;1;8946.7040000000;100;100;1;1
1660;0;8820.8444500000;100;100;0;0
1661;1;15287.9950000002;100;100;1;1
1662;0;15635.8834500002;100;0;0;0
1663;0;7105.2284500000;0;0;0;0
1664;0;13687.0064500002;100;100;0;0
1665;0;9158.4804500000;100;100;0;0
1666;1;13473.3810000002;0;100;1;1
1667;1;55.6970000000;100;100;1;1
1668;0;15280.6304500002;100;100;0;0
1669;0;3927.8084500000;100;100;0;0
1670;0;6805.6994500000;100;100;0;0
1671;0;8095.7184500000;100;100;0;0
1672;1;6837.7050000000;100;100;1;1
1673;0;1943.7644500000;100;100;0;0
1674;0;15109.1574500002;100;100;0;0
1675;0;2228.4984500000;100;100;0;0
1676;1;13288.6240000002;100;100;1;1
1677;1;1152.9580000000;100;100;1;1
1678;1;7563.2380000000;0;100;1;1
1679;1;11225.0660000001;100;100;1;1
1680;1;13526.8660000002;100;100;1;1
1681;1;14060.5350000002;100;100;1;1
1682;0;5897.5754500000;100;100;0;0
1683;0;2793.8524500000;100;100;0;0
1684;1;11732.8310000001;100;100;1;1
1685;1;6762.1880000000;100;100;1;1
1686;0;9935.2894500001;100;100;0;0
1687;1;11323.8650000001;0;0;1;1
1688;1;12564.8230000001;100;100;1;1
1689;0;3286.4214500000;100;100;0;0
1690;0;6246.7654500000;100;100;0;0
1691;1;6626.7610000000;100;100;1;1
1692;1;14979.4860000002;100;100;1;1
1693;1;12406.1450000001;100;100;1;1
1694;0;12175.9764500001;100;100;0;0
1695;0;9610.7974500000;100;100;0;0
1696;0;7888.2904500000;100;100;0;0
1697;0;5620.7154500000;0;0;0;0
1698;1;6974.4460000000;100;100;1;1
1699;0;13901.2914500002;100;100;0;0
1700;1;507.2720000000;100;100;1;1
1701;0;11386.4464500001;100;0;0;0
1702;0;12494.7614500001;100;100;0;0
1703;1;7638.9980000000;100;100;1;1
1704;1;5894.2840000000;100;0;1;1
1705;1;15145.5890000002;100;100;1;1
1706;1;12187.8290000001;100;100;1;1
1707;0;13685.2824500002;100;100;0;0
1708;0;10384.1524500001;0;100;0;0
1709;1;9046.8880000000;100;0;1;1
1710;1;3060.6030000000;100;100;1;1
1711;0;1085.0694500000;100;100;0;0
1712;1;9641.6460000000;100;100;1;1
1713;0;10262.5494500001;100;100;0;0
1714;0;564.7294500000;100;100;0;0
1715;0;10779.2994500001;100;100;0;0
1716;0;15004.5474500002;100;100;0;0
1717;0;366.3064500000;100;100;0;0
1718;1;12774.5130000002;100;100;1;1
1719;1;6201.2610000000;0;0;1;1
1720;1;12321.1040000001;100;100;1;1
1721;1;13097.9950000002;100;100;1;1
1722;1;723.2320000000;100;100;1;1
1723;0;3045.8194500000;0;100;0;0
1724;1;4553.8770000000;100;200;1;1
1725;0;12617.8344500001;100;100;0;0
1726;0;3247.0164500000;100;100;0;0
1727;1;5097.8290000000;100;100;1;1
1728;0;7772.6754500000;100;0;0;0
1729;0;1699.7834500000;100;100;0;0
1730;1;3614.0590000000;100;100;1;1
1731;1;8083.6740000000;100;100;1;1
1732;1;15791.0170000002;100;100;1;1
1733;0;1650.9824500000;100;100;0;0
1734;1;9566.8320000000;100;0;1;1
1735;0;4482.0394500000;100;0;0;0
1736;0;566.1094500000;0;100;0;0
1737;1;1772.9080000000;100;100;1;1
1738;0;5353.1684500000;100;100;0;0
1739;0;8005.2194500000;100;100;0;0
1740;0;11414.4674500001;100;100;0;0
1741;1;8538.7330000000;100;100;1;1
1742;1;3642.2950000000;100;0;1;1
1743;0;13444.6144500002;100;0;0;0
1744;1;16124.5280000002;100;100;1;1
1745;0;15369.4244500002;100;100;0;0
1746;1;1167.2090000000;100;100;1;1
1747;1;8715.9860000000;100;100;1;1
1748;0;4626.8314500000;100;100;0;0
1749;0;6993.7654500000;100;100;0;0
1750;1;2250.9440000000;100;100;1;1
1751;0;4498.2044500000;100;100;0;0
1752;0;13310.3614500002;100;100;0;0
1753;0;14823.9704500002;100;100;0;0
1754;0;11488.4144500001;0;100;0;0
1755;1;1138.3240000000;100;100;1;1
1756;1;4282.1700000000;100;100;1;1
1757;0;11265.7274500001;100;200;0;0
1758;0;11987.6164500001;100;100;0;0
1759;0;5776.0304500000;100;100;0;0
1760;1;8412.7440000000;0;0;1;1
1761;1;1741.7690000000;100;0;1;1
1762;0;11181.4594500001;100;100;0;0
1763;1;3883.7140000000;100;100;1;1
1764;0;8379.8994500000;100;100;0;0
1765;0;4638.1674500000;100;100;0;0
1766;1;6872.6830000000;100;100;1;1
1767;0;12909.3284500002;100;100;0;0
1768;1;4090.3970000000;100;100;1;1
1769;1;921.9440000000;200;100;1;1
1770;0;4553.5364500000;100;100;0;0
1771;1;8512.8840000000;100;0;1;1
1772;1;14434.4220000002;100;100;1;1
1773;0;15318.6254500002;100;100;0;0
1774;1;3851.5210000000;100;100;1;1
1775;1;15617.2170000002;100;100;1;1
1776;1;15810.7750000002;100;100;1;1
1777;0;5304.6204500000;100;0;0;0
1778;0;3309.7734500000;100;100;0;0
1779;1;5670.8740000000;100;100;1;1
1780;1;13470.0310000002;100;100;1;1
1781;1;11905.7870000001;0;100;1;1
1782;1;7562.5640000000;100;100;1;1
1783;1;8187.7250000000;100;100;1;1
1784;0;402.7794500000;100;100;0;0
1785;0;2810.3634500000;100;100;0;0
1786;1;3590.4210000000;100;100;1;1
1787;1;11969.4840000001;100;100;1;1
1788;0;46.0044500000;100;100;0;0
1789;0;11792.8834500001;100;100;0;0
1790;0;4325.6684500000;100;100;0;0
1791;1;15604.5620000002;100;100;1;1
1792;1;13040.8990000002;100;100;1;1
1793;1;2134.2750000000;100;100;1;1
1794;0;12974.5234500002;100;100;0;0
1795;0;14506.0664500002;100;200;0;0
1796;1;15081.8720000002;100;100;1;1
1797;0;9722.1774500001;100;100;0;0
1798;0;5061.0324500000;100;100;0;0
1799;1;6150.3600000000;100;100;1;1
1800;1;5539.5540000000;100;100;1;1
1801;1;10944.6890000001;100;100;1;1
1802;1;11482.0170000001;100;100;1;1
1803;1;14121.6170000002;200;100;1;1
1804;0;9467.3134500000;100;100;0;0
1805;0;4312.2994500000;100;0;0;0
1806;1;6389.2280000000;100;100;1;1
1807;1;15687.3990000002;0;0;1;1
1808;1;15977.1620000002;0;100;1;1
1809;1;13219.3430000002;100;100;1;1
1810;0;10776.4344500001;100;100;0;0
1811;1;2667.4920000000;100;0;1;1
1812;1;813.3970000000;100;100;1;1
1813;0;8284.1784500000;100;100;0;0
1814;0;900.1964500000;200;100;0;0
1815;0;10969.3314500001;100;100;0;0
1816;0;15498.5004500002;100;100;0;0
1817;1;12080.8980000001;100;100;1;1
1818;0;15425.0794500002;100;100;0;0
1819;1;5893.2750000000;0;0;1;1
1820;0;2086.0324500000;100;100;0;0
1821;1;9502.9100000000;100;100;1;1
1822;0;3491.0854500000;100;100;0;0
1823;1;14080.4780000002;100;100;1;1
1824;1;402.1540000000;100;100;1;1
1825;1;7356.5430000000;100;100;1;1
1826;0;527.4554500000;100;100;0;0
1827;0;12302.8264500001;100;0;0;0
1828;1;15679.6750000002;100;100;1;1
1829;0;14130.2994500002;100;100;0;0
1830;0;13046.1754500002;100;200;0;0
1831;1;14839.2770000002;100;100;1;1
1832;1;2065.0570000000;100;100;1;1
1833;1;5754.1050000000;100;100;1;1
1834;1;3220.5710000000;100;100;1;1
1835;1;15519.4650000002;100;0;1;1
1836;1;10950.9710000001;100;0;1;1
1837;1;7594.1350000000;0;100;1;1
1838;1;5832.0700000000;100;100;1;1
1839;1;13547.5610000002;100;0;1;1
1840;0;15780.0374500002;0;100;0;0
1841;1;14906.3900000002;0;0;1;1
1842;1;2788.2180000000;0;0;1;1
1843;0;8644.3534500000;100;100;0;0
1844;1;15716.8900000002;100;100;1;1
1845;0;13930.7874500002;100;100;0;0
1846;0;11377.1574500001;100;100;0;0
1847;1;14786.9940000002;0;0;1;1
1848;1;10953.5600000001;100;100;1;1
1849;1;4308.3760000000;0;100;1;1
1850;0;12012.1944500001;100;100;0;0
1851;0;10437.6094500001;100;100;0;0
1852;1;12662.4070000002;100;100;1;1
1853;1;7943.9080000000;100;100;1;1
1854;1;8015.9570000000;100;100;1;1
1855;1;5125.1180000000;100;100;1;1
1856;0;6263.9914500000;100;100;0;0
1857;1;13777.9410000002;100;100;1;1
1858;1;6045.8140000000;100;100;1;1
1859;1;10420.0510000001;0;0;1;1
1860;0;14421.7304500002;100;100;0;0
1861;0;7065.5204500000;100;100;0;0
1862;0;15051.9964500002;100;100;0;0
1863;1;12304.9220000001;100;100;1;1
1864;1;15073.3430000002;100;0;1;1
1865;0;168.7634500000;200;100;0;0
1866;1;14200.2250000002;100;100;1;1
1867;0;11664.3934500001;100;100;0;0
1868;0;8787.3524500000;100;100;0;0
1869;0;41.4364500000;100;100;0;0
1870;1;4871.6070000000;100;100;1;1
1871;0;942.0874500000;100;0;0;0
1872;1;6165.9960000000;0;0;1;1
1873;0;10876.0574500001;100;100;0;0
1874;0;15679.2574500002;100;100;0;0
1875;0;8298.4014500000;100;100;0;0
1876;1;1383.9610000000;100;100;1;1
1877;1;5732.3250000000;0;0;1;1
1878;1;11200.6380000001;100;100;1;1
1879;0;13490.5644500002;100;100;0;0
1880;1;12312.4600000001;100;100;1;1
1881;1;14645.2480000002;100;100;1;1
1882;1;15358.1720000002;100;100;1;1
1883;1;12151.1060000001;100;100;1;1
1884;0;9516.3794500000;100;0;0;0
1885;0;2368.5114500000;100;100;0;0
1886;1;8380.6280000000;100;100;1;1
1887;0;1053.3334500000;100;100;0;0
1888;0;9513.6324500000;100;100;0;0
1889;1;9544.0410000000;100;100;1;1
1890;1;4792.2950000000;100;100;1;1
1891;0;13883.3504500002;100;100;0;0
1892;0;7375.9774500000;100;100;0;0
1893;0;2264.8964500000;100;0;0;0
1894;1;3663.1050000000;100;100;1;1
1895;0;12724.3554500002;100;100;0;0
1896;1;9163.5680000000;100;0;1;1
1897;0;550.1764500000;100;100;0;0
1898;0;5237.2894500000;0;100;0;0
1899;0;9495.1824500000;100;100;0;0
1900;1;1167.3270000000;100;100;1;1
1901;0;13617.1304500002;0;0;0;0
1902;1;14419.4240000002;100;0;1;1
1903;0;10341.1514500001;0;0;0;0
1904;0;2680.6894500000;100;0;0;0
1905;1;9630.4140000000;0;100;1;1
1906;1;12455.9220000001;100;100;1;1
1907;1;10695.0180000001;0;0;1;1
1908;1;6755.8170000000;100;100;1;1
1909;1;1586.6190000000;100;100;1;1
1910;0;13231.4834500002;100;100;0;0
1911;1;8979.4320000000;100;100;1;1
1912;1;4453.8440000000;200;100;1;1
1913;0;4662.3904500000;100;100;0;0
1914;0;6816.3444500000;100;100;0;0
1915;0;5841.5564500000;100;100;0;0
1916;1;11195.2820000001;100;100;1;1
1917;1;12559.8560000001;200;100;1;1
1918;0;3237.6674500000;100;100;0;0
1919;1;5608.6240000000;100;100;1;1
1920;1;13299.9200000002;100;100;1;1
1921;1;7347.8240000000;0;0;1;1
1922;0;12766.4594500002;100;0;0;0
1923;0;3181.8854500000;100;100;0;0
1924;0;15087.2724500002;100;100;0;0
1925;0;5115.9964500000;100;100;0;0
1926;1;12165.9500000001;100;100;1;1
1927;0;5772.5804500000;100;100;0;0
1928;0;5817.1474500000;100;100;0;0
1929;0;5275.4524500000;100;100;0;0
1930;0;10802.6674500001;0;100;0;0
1931;1;7998.7190000000;100;100;1;1
1932;0;10606.3024500001;0;100;0;0
1933;1;7002.0340000000;100;100;1;1
1934;0;4453.2024500000;100;100;0;0
1935;0;970.5974500000;100;100;0;0
1936;1;12491.0940000001;100;100;1;1
1937;1;11661.1430000001;100;100;1;1
1938;0;13113.3744500002;100;100;0;0
1939;0;440.2014500000;100;100;0;0
1940;1;7651.5860000000;0;0;1;1
1941;0;10923.6554500001;100;100;0;0
1942;0;5891.5574500000;100;100;0;0
1943;0;11370.6824500001;100;100;0;0
1944;1;13129.8590000002;100;0;1;1
1945;0;9550.9064500000;100;100;0;0
1946;1;8464.1080000000;100;100;1;1
1947;0;10887.7644500001;100;100;0;0
1948;1;11672.3790000001;0;100;1;1
1949;1;1262.0980000000;100;100;1;1
1950;1;15679.7630000002;100;100;1;1
1951;1;14829.1190000002;100;100;1;1
1952;1;12656.4760000002;100;100;1;1
1953;1;11651.2130000001;200;100;1;1
1954;1;4991.6560000000;100;100;1;1
1955;1;15985.7070000002;0;100;1;1
1956;1;1055.3480000000;0;0;1;1
1957;1;13154.3150000002;0;0;1;1
1958;1;459.0040000000;100;100;1;1
1959;1;5712.3550000000;100;100;1;1
1960;0;2270.3284500000;100;100;0;0
1961;1;4697.3220000000;0;0;1;1
1962;0;7965.5064500000;200;100;0;0
1963;1;14140.8840000002;100;100;1;1
1964;1;2662.8020000000;100;100;1;1
1965;0;12240.4844500001;100;100;0;0
1966;0;2289.2684500000;100;100;0;0
1967;0;5210.0864500000;100;100;0;0
1968;1;2210.6650000000;100;100;1;1
1969;0;9156.9774500000;100;100;0;0
1970;0;13227.6484500002;100;0;0;0
1971;0;2898.0254500000;100;100;0;0
1972;1;4141.8600000000;100;100;1;1
1973;1;2633.4970000000;100;0;1;1
1974;1;2192.8260000000;100;100;1;1
1975;0;6249.5454500000;100;100;0;0
1976;1;6762.1880000000;100;100;1;1
1977;0;7211.3634500000;100;100;0;0
1978;0;1594.3774500000;100;100;0;0
1979;1;5623.6460000000;100;100;1;1
1980;1;13163.1520000002;100;100;1;1
1981;0;4459.3294500000;100;0;0;0
1982;1;11746.3180000001;100;0;1;1
1983;1;16264.9910000002;100;100;1;1
1984;1;10837.6330000001;100;100;1;1
1985;1;2469.4010000000;100;100;1;1
1986;1;13936.3640000002;100;100;1;1
1987;0;242.2194500000;100;100;0;0
1988;1;2070.9190000000;0;100;1;1
1989;0;15418.4944500002;100;100;0;0
1990;1;1798.6930000000;100;100;1;1
1991;0;2256.7564500000;100;0;0;0
1992;0;3629.6614500000;100;200;0;0
1993;1;13476.2700000002;0;0;1;1
1994;0;14759.0584500002;0;100;0;0
1995;1;10529.5920000001;100;0;1;1
1996;1;16176.0300000002;100;100;1;1
1997;0;4170.3144500000;100;100;0;0
1998;0;10500.4534500001;100;100;0;0
1999;0;15021.5164500002;100;100;0;0
